ID,img_path,Description,Question,A,B,C,D,answer
TRAIN_1114,./dataset/generated/images/scene_90.jpg,"A man and a woman are standing next to each other, with the woman holding a cell phone. They are both smiling and appear to be enjoying their time together.",What is the woman holding in her hand?,A cell phone,A book,A remote control,A cup,A
TRAIN_1115,./dataset/generated/images/scene_900.jpg,"A large cloud is rolling in over a mountain range, with a green valley below. The sky is dark and the clouds are ominous.",What is the main subject of the image?,A mountain range,A green valley,A large cloud,A dark sky,C
TRAIN_1116,./dataset/generated/images/scene_901.jpg,"A group of women sitting around a table, enjoying lemonade and lemon slices.",What is the main beverage being served in the image?,Lemonade,Tea,Soda,Wine,A
TRAIN_1117,./dataset/generated/images/scene_902.jpg,"A man and a woman are sitting on a blanket on the beach, enjoying each other's company. They are surrounded by a basket of food and drinks, including wine and champagne. They are smiling and laughing, creating a joyful atmosphere.",What is the main activity of the man and woman in the image?,Eating,Drinking,Laughing,Smiling,A
TRAIN_1118,./dataset/generated/images/scene_903.jpg,"A group of people are sitting around a table, laughing and enjoying a game of Monopoly. They are all smiling and having a good time.",What game are the people playing?,Scrabble,Monopoly,Chess,Checkers,B
TRAIN_1119,./dataset/generated/images/scene_904.jpg,"A family is sitting in front of a flat screen TV, watching a show together. They are all smiling and enjoying the moment.",What is the family watching on the TV?,A movie,A show,A sports event,A news broadcast,B
TRAIN_1120,./dataset/generated/images/scene_905.jpg,A group of young people are smiling and posing for a picture in a forest. They are wearing backpacks and have their arms around each other.,What is the group of people in the image doing?,Standing in a circle,Posing for a picture,Hiking in the woods,All of the above,D
TRAIN_1121,./dataset/generated/images/scene_906.jpg,"A group of people are standing on a subway platform, waiting for the train. They are wearing winter clothing and have their backpacks and handbags with them.",What is the primary purpose of the people in the image?,They are waiting for the train to arrive.,They are traveling to a destination.,They are waiting for someone.,They are waiting for the bus.,A
TRAIN_1122,./dataset/generated/images/scene_907.jpg,"A family is walking down a sidewalk, with a man, woman, and two children. They are holding hands and walking together. The family is passing by a colorful wall with a painting of a pig on it.",What is the family walking down the sidewalk with?,A dog,A cat,A pig,A bird,C
TRAIN_1123,./dataset/generated/images/scene_908.jpg,A man and a woman are walking down a cobblestone path in front of a building. The woman is wearing a blue dress and the man is wearing a white vest. They are smiling and appear to be enjoying their walk.,What is the man wearing?,A white vest,A blue dress,A white shirt,A blue vest,A
TRAIN_1124,./dataset/generated/images/scene_909.jpg,"A group of people are standing around a fruit stand, with some of them holding bags. They are smiling and enjoying the outdoor market.",What is the main activity in the image?,Shopping for fruits and vegetables,Eating at a restaurant,Playing sports,Watching a movie,A
TRAIN_1125,./dataset/generated/images/scene_91.jpg,"A table with a variety of foods, including pancakes, is set up with colorful plates and utensils. There are also potted plants and chairs surrounding the table.",What color are the plates on the table?,Yellow,Pink,Blue,Green,B
TRAIN_1126,./dataset/generated/images/scene_910.jpg,"A man and a woman are standing together in a desert, smiling and posing for a picture. They are wearing jackets and the sun is setting in the background.",What is the main activity in the image?,Hiking,Posing for a picture,Sunbathing,Camping,B
TRAIN_1127,./dataset/generated/images/scene_911.jpg,"A group of people, including adults and children, are playing on a large inflatable ring in a park. They are laughing and enjoying their time together.",What is the group of people playing on?,A large inflatable ring,A trampoline,A swing,A slide,A
TRAIN_1128,./dataset/generated/images/scene_912.jpg,"Four women are sitting on the beach, wearing bikinis and sunglasses. They are smiling and enjoying their time together.",What is the main activity of the women in the image?,Swimming,Sunbathing,Talking,Surfing,B
TRAIN_1129,./dataset/generated/images/scene_913.jpg,Three people are standing on a cliff overlooking the ocean. They are smiling and enjoying the view. One of the individuals is holding a handbag.,What is the main activity of the people in the image?,Taking a selfie,Smiling and enjoying the view,Looking for a place to swim,Taking a picture of the ocean,B
TRAIN_1130,./dataset/generated/images/scene_914.jpg,"A group of people are sitting around a table, enjoying a meal together. They are eating salad and other foods, and there are several cups and bowls on the table.",What is the main activity in the image?,Eating,Drinking,Talking,Sitting,A
TRAIN_1131,./dataset/generated/images/scene_915.jpg,"A large display of various pictures of a city, including a red bus, a bridge, a train, and a motorcycle.",What is the main focus of the image?,A red bus,A bridge,A train,A motorcycle,A
TRAIN_1132,./dataset/generated/images/scene_916.jpg,"A family of four, consisting of two adults and two children, is sitting together at a picnic table. They are enjoying a meal together, with a bowl of food in front of them.",What is the family doing in the image?,Eating,Playing,Sitting,Walking,A
TRAIN_1133,./dataset/generated/images/scene_917.jpg,"A man and a woman are standing close to each other, smiling and posing for a picture. They are dressed in formal attire, with the woman wearing a white dress. The couple is surrounded by flowers, which adds to the romantic atmosphere of the scene.",What is the main focus of the image?,The couple's formal attire,The flowers surrounding the couple,The couple's smiles and poses,The man's tie,C
TRAIN_1134,./dataset/generated/images/scene_918.jpg,"A man is sitting on a rock next to a river, wearing a backpack and smiling. He is holding onto a rope.",What is the man holding onto?,Rope,Pole,Stick,Cord,A
TRAIN_1135,./dataset/generated/images/scene_919.jpg,A man is climbing a rocky cliff with a backpack on. He is wearing a green shirt and appears to be enjoying the adventure.,What is the man wearing?,A blue shirt,A green shirt,A red shirt,A black shirt,B
TRAIN_1136,./dataset/generated/images/scene_92.jpg,"A bustling outdoor market with people shopping for fresh produce. There are various fruits and vegetables on display, including apples, oranges, and broccoli. The market is located in an Asian city, and the shoppers are engaged in conversation and enjoying their time.",What is the primary focus of the image?,The people shopping at the market,The fresh produce on display,The outdoor market setting,The Asian city where the market is located,A
TRAIN_1137,./dataset/generated/images/scene_920.jpg,"A man and a woman are standing close to each other, with the woman leaning on the man. They are both smiling and appear to be enjoying their time together. The woman is wearing a white dress, and the man is wearing a white shirt.",What is the woman wearing?,A white dress,A black dress,A red dress,A blue dress,A
TRAIN_1138,./dataset/generated/images/scene_921.jpg,"A woman is standing in front of a display case filled with various pastries, including croissants. She is reaching for a pastry from the display case.",What is the woman reaching for in the display case?,A croissant,A sandwich,A cake,A donut,A
